Source,Target
Third Doctor,Eric Stahlman
Third Doctor,Ettis
Third Doctor,Fifth Doctor
Third Doctor,Finch (Invasion of the Dinosaurs)
Third Doctor,First Doctor
Third Doctor,Fourth Doctor
Third Doctor,George Patrick Barnham
Third Doctor,Giant maggot
Third Doctor,Gold Dalek (Day of the Daleks)
Third Doctor,Greg Sutton
Third Doctor,Grun
Third Doctor,Harry Mailer
Third Doctor,Hepesh
Third Doctor,Ice Lord
Third Doctor,Ice Warrior
Third Doctor,Irongron
Third Doctor,Jaeger (The Mutants)
Third Doctor,Jane Blythe (The Sea Devils)
Third Doctor,Jo Grant
Third Doctor,John Benton
Third Doctor,John Hart (The Sea Devils)
Third Doctor,K'anpo Rimpoche
Third Doctor,K9 (Storm in a Tikka) (page does not exist)
Third Doctor,K9 Mark III
Third Doctor,Kalik
Third Doctor,Keith Gold
Third Doctor,Keller Machine
Third Doctor,Kronos
Third Doctor,Leela
Third Doctor,Linx
Third Doctor,Liz Shaw
Third Doctor,Lord President
Third Doctor,Lupton
Third Doctor,Mark Elgin
Third Doctor,Marshal of Solos
Third Doctor,Melanie Bush
Third Doctor,Mike Yates
Third Doctor,Minotaur
Third Doctor,Morka
Third Doctor,Nestene Consciousness
Third Doctor,Nyssa
Third Doctor,Olive Hawthorne
Third Doctor,Omega
Third Doctor,Palmer (The Three Doctors)
Third Doctor,Peladon of Peladon
Third Doctor,Peri Brown
Third Doctor,Petra Williams
Third Doctor,President (The Three Doctors)
Third Doctor,Rassilon
Third Doctor,Reegan
Third Doctor,Roland Summers
Third Doctor,Romana II
Third Doctor,Sarah Jane Smith
Third Doctor,Sea Devil
Third Doctor,Second Doctor
Third Doctor,Seventh Doctor
Third Doctor,Sixth Doctor
Third Doctor,Stevens
Third Doctor,Stuart Hyde
Third Doctor,Susan Foreman
Third Doctor,Tegan Jovanka
Third Doctor,The Brigadier
Third Doctor,The Great One (Planet of the Spiders)
Third Doctor,The Master
Third Doctor,The Rani
Third Doctor,Time Lord (The Three Doctors)
Third Doctor,Time Lord messenger
Third Doctor,Tom Osgood
Third Doctor,Victoria Waterfield
Third Doctor,Vislor Turlough
Third Doctor,Whitaker (Invasion of the Dinosaurs)
Thirteenth Doctor,Ada Lovelace
Thirteenth Doctor,Archibald Hamish Lethbridge-Stewart
Thirteenth Doctor,Ashad
Thirteenth Doctor,Bill Potts
Thirteenth Doctor,Chagaska
Thirteenth Doctor,Charlie Duffy
Thirteenth Doctor,Clara Oswald
Thirteenth Doctor,Daniel Barton
Thirteenth Doctor,Dorothy Skerrit
Thirteenth Doctor,Dreg
Thirteenth Doctor,First Doctor
Thirteenth Doctor,Gat
Thirteenth Doctor,George Gordon Byron
Thirteenth Doctor,Giant spider (Arachnids in the UK)
Thirteenth Doctor,Grace O'Brien
Thirteenth Doctor,Graham O'Brien
Thirteenth Doctor,Hakim Khan
Thirteenth Doctor,Jack Harkness
Thirteenth Doctor,Jack Robertson
Thirteenth Doctor,James I
Thirteenth Doctor,John Polidori
Thirteenth Doctor,Kasaavin
Thirteenth Doctor,Krasko
Thirteenth Doctor,Manish
Thirteenth Doctor,Mary Shelley
Thirteenth Doctor,Morax Queen
Thirteenth Doctor,Najia Khan
Thirteenth Doctor,Nardole
Thirteenth Doctor,Nikola Tesla
Thirteenth Doctor,Noor Inayat Khan
Thirteenth Doctor,Percy Shelley
Thirteenth Doctor,Pol-Kon-Don
Thirteenth Doctor,Praxeus
Thirteenth Doctor,Pting (The Tsuranga Conundrum)
Thirteenth Doctor,Queen of the Skithra
Thirteenth Doctor,Rakaya
Thirteenth Doctor,Reconnaissance Dalek
Thirteenth Doctor,Remnant
Thirteenth Doctor,Ribbons
Thirteenth Doctor,Rosa Parks
Thirteenth Doctor,Rusty (Into the Dalek)
Thirteenth Doctor,Ryan Sinclair
Thirteenth Doctor,Santa Claus
Thirteenth Doctor,Solitract
Thirteenth Doctor,Sonya Khan
Thirteenth Doctor,Suki Cheng
Thirteenth Doctor,The Doctor (Fugitive of the Judoon)
Thirteenth Doctor,The Master
Thirteenth Doctor,Thomas Edison
Thirteenth Doctor,Tibo
Thirteenth Doctor,Twelfth Doctor
Thirteenth Doctor,Tzim-Sha
Thirteenth Doctor,Yasmin Khan
Thirteenth Doctor,Zellin
Thomas Edison,Dorothy Skerrit
Thomas Edison,Graham O'Brien
Thomas Edison,Nikola Tesla
Thomas Edison,Queen of the Skithra
Thomas Edison,Ryan Sinclair
Thomas Edison,Thirteenth Doctor
Thomas Edison,Yasmin Khan
Thonmi,Edward Travers
Thonmi,Great Intelligence
Thonmi,Jamie McCrimmon
Thonmi,Padmasambhava
Thonmi,Second Doctor
Thonmi,Victoria Waterfield
Three Who Rule,Adric
Three Who Rule,Fourth Doctor
Three Who Rule,K9 Mark II
Three Who Rule,King Vampire
Three Who Rule,Romana II
Tibo,Ada Lovelace
Tibo,Chagaska
Tibo,Daniel Barton
Tibo,Graham O'Brien
Tibo,Hakim Khan
Tibo,Kasaavin
Tibo,Najia Khan
Tibo,Noor Inayat Khan
Tibo,Rakaya
Tibo,Ryan Sinclair
Tibo,Sonya Khan
Tibo,The Master
Tibo,Thirteenth Doctor
Tibo,Yasmin Khan
Tibo,Zellin
Tim Latimer,Family of Blood
Tim Latimer,Tenth Doctor
Time Beetle,Erisa Magambo
Time Beetle,Tenth Doctor
Time Field,Amy Pond
Time Field,Eleventh Doctor
Time Field,River Song
Time Field,Weeping Angel
Time Lord (The Three Doctors),Chancellor (The Three Doctors)
Time Lord (The Three Doctors),First Doctor
Time Lord (The Three Doctors),Jo Grant
Time Lord (The Three Doctors),John Benton
Time Lord (The Three Doctors),Omega
Time Lord (The Three Doctors),Palmer (The Three Doctors)
Time Lord (The Three Doctors),President (The Three Doctors)
Time Lord (The Three Doctors),Second Doctor
Time Lord (The Three Doctors),The Brigadier
Time Lord (The Three Doctors),Third Doctor
Time Lord messenger,Jo Grant
Time Lord messenger,John Benton
Time Lord messenger,Mike Yates
Time Lord messenger,Nestene Consciousness
Time Lord messenger,The Brigadier
Time Lord messenger,The Master
Time Lord messenger,Third Doctor
Time Lord messenger (Genesis of the Daleks),Davros
Time Lord messenger (Genesis of the Daleks),Fourth Doctor
Time Lord messenger (Genesis of the Daleks),Harry Sullivan
Time Lord messenger (Genesis of the Daleks),Sarah Jane Smith
Time zombie,Clara Oswald
Time zombie,Eleventh Doctor
Tish Jones,Clive Jones
Tish Jones,Florence Finnegan
Tish Jones,Francine Jones
Tish Jones,Jack Harkness
Tish Jones,Leo Jones
Tish Jones,Martha Jones
Tish Jones,Richard Lazarus
Tish Jones,Tenth Doctor
Tish Jones,The Master
Tlotoxl,Barbara Wright
Tlotoxl,First Doctor
Tlotoxl,Ian Chesterton
Tlotoxl,Susan Foreman
Toba,Jamie McCrimmon
Toba,Quark
Toba,Rago
Toba,Second Doctor
Toba,Zoe Heriot
Tobias Vaughn,Alistair Gordon Lethbridge-Stewart
Tobias Vaughn,Cyber-Director
Tobias Vaughn,Isobel Watkins
Tobias Vaughn,Jack Tracy
Tobias Vaughn,Jamie McCrimmon
Tobias Vaughn,John Benton
Tobias Vaughn,Second Doctor
Tobias Vaughn,Zoe Heriot
Tom Osgood,Azal
Tom Osgood,Dæmon
Tom Osgood,Jo Grant
Tom Osgood,John Benton
Tom Osgood,Mike Yates
Tom Osgood,Olive Hawthorne
Tom Osgood,The Brigadier
Tom Osgood,The Master
Tom Osgood,Third Doctor
Torajii,Francine Jones
Torajii,Martha Jones
Torajii,Tenth Doctor
Torchwood Institute,Editor (Tardisode 12)
Torchwood Institute,Tenth Doctor
Toshiko Sato,Harriet Jones
Toshiko Sato,Jackie Tyler
Toshiko Sato,Jocrassa Fel-Fotch Passameer-Day Slitheen
Toshiko Sato,Mickey Smith
Toshiko Sato,Ninth Doctor
Toshiko Sato,Rose Tyler
Tractator,Fifth Doctor
Tractator,Gravis
Tractator,Tegan Jovanka
Tractator,Vislor Turlough
Tryst,Dymond
Tryst,Fourth Doctor
Tryst,K9 Mark II
Tryst,Mandrel
Tryst,Romana II
Turner (A Fix with Sontarans),Gareth Jenkins (A Fix with Sontarans)
Turner (A Fix with Sontarans),Nathan (A Fix with Sontarans)
Turner (A Fix with Sontarans),Sixth Doctor
Turner (A Fix with Sontarans),Tegan Jovanka
Twelfth Doctor,Alistair Gordon Lethbridge-Stewart
Twelfth Doctor,Alpha Centauri (The Curse of Peladon)
Twelfth Doctor,Amy Pond
Twelfth Doctor,Archibald Hamish Lethbridge-Stewart
Twelfth Doctor,Ashildr
Twelfth Doctor,Barnable
Twelfth Doctor,Bill Potts
Twelfth Doctor,Bill Potts (Shadow World)
Twelfth Doctor,Boneless
Twelfth Doctor,Bonnie (The Zygon Invasion)
Twelfth Doctor,Bors (The Doctor's Meditation)
Twelfth Doctor,Clara Oswald
Twelfth Doctor,Courtney Woods
Twelfth Doctor,CyberMondan
Twelfth Doctor,Cybermen
Twelfth Doctor,Dalek
Twelfth Doctor,Danny Pink
Twelfth Doctor,Davros
Twelfth Doctor,Dream crab
Twelfth Doctor,Eater of Light
Twelfth Doctor,Eleventh Doctor
Twelfth Doctor,Emojibot
Twelfth Doctor,First Doctor
Twelfth Doctor,Fisher King
Twelfth Doctor,Frank Armitage
Twelfth Doctor,Gagan Rassmussen
Twelfth Doctor,Ganymede Systems
Twelfth Doctor,Ghost
Twelfth Doctor,Grant (The Return of Doctor Mysterio)
Twelfth Doctor,Gus (Mummy on the Orient Express)
Twelfth Doctor,Half-Face Man
Twelfth Doctor,Handles
Twelfth Doctor,Heather (The Pilot)
Twelfth Doctor,Hydroflax
Twelfth Doctor,Ice Warrior
Twelfth Doctor,Jac (The Magician's Apprentice)
Twelfth Doctor,John (Knock Knock)
Twelfth Doctor,Journey Blue
Twelfth Doctor,Karabraxos
Twelfth Doctor,Kate Stewart
Twelfth Doctor,Kenossium
Twelfth Doctor,Leandro
Twelfth Doctor,Lucy Fletcher
Twelfth Doctor,Mire
Twelfth Doctor,Monk (species)
Twelfth Doctor,Nardole
Twelfth Doctor,Nardole (Shadow World)
Twelfth Doctor,Neville Catchlove
Twelfth Doctor,Ninth Legion
Twelfth Doctor,Ohila
Twelfth Doctor,Paternoster Gang
Twelfth Doctor,Perkins (Mummy on the Orient Express)
Twelfth Doctor,Petronella Osgood
Twelfth Doctor,Psi
Twelfth Doctor,Rassilon
Twelfth Doctor,Rigsy
Twelfth Doctor,River Song
Twelfth Doctor,Robin Hood
Twelfth Doctor,Rusty (Into the Dalek)
Twelfth Doctor,Saibra
Twelfth Doctor,Sandman (Sleep No More)
Twelfth Doctor,Santa
Twelfth Doctor,Seb (The Caretaker)
Twelfth Doctor,Sentient oil
Twelfth Doctor,Sheriff of Nottingham
Twelfth Doctor,Shoal of the Winter Harmony
Twelfth Doctor,Skovox Blitzer
Twelfth Doctor,Spider germ
Twelfth Doctor,Supreme Dalek (Victory of the Daleks)
Twelfth Doctor,Sutcliffe (Thin Ice)
Twelfth Doctor,Tasha Lem
Twelfth Doctor,The Master
Twelfth Doctor,The Veil
Twelfth Doctor,Thirteenth Doctor
Twelfth Doctor,Twelfth Doctor (Shadow World)
Twelfth Doctor,Vardy
Twelfth Doctor,Zygon Osgood
Twelfth Doctor (Shadow World),Bill Potts (Shadow World)
Twelfth Doctor (Shadow World),Monk (species)
Twelfth Doctor (Shadow World),Nardole
Twelfth Doctor (Shadow World),Nardole (Shadow World)
Twelfth Doctor (Shadow World),The Master
Twelfth Doctor (Shadow World),Twelfth Doctor
Tzim-Sha,Grace O'Brien
Tzim-Sha,Graham O'Brien
Tzim-Sha,Ryan Sinclair
Tzim-Sha,Thirteenth Doctor
Tzim-Sha,Yasmin Khan
Urbankan,Adric
Urbankan,Fifth Doctor
Urbankan,Nyssa
Urbankan,Tegan Jovanka
Vardan,Commander
Vardan,Fourth Doctor
Vardan,K9 Mark I
Vardan,Leela
Vardan,Stor
Vardy,Bill Potts
Vardy,Emojibot
Vardy,Nardole
Vardy,Twelfth Doctor
Varga,Jamie McCrimmon
Varga,Second Doctor
Varga,Victoria Waterfield
Vashta Nerada,Donna Noble
Vashta Nerada,River Song
Vashta Nerada,Tenth Doctor
Vastra,Eleventh Doctor
Vastra,Jenny Flint
Vastra,Strax
Vicki Pallister,Animus
Vicki Pallister,Barbara Wright
Vicki Pallister,Bennett (The Rescue)
Vicki Pallister,Black Dalek Leader
Vicki Pallister,Cassandra (The Myth Makers)
Vicki Pallister,El Akir
Vicki Pallister,First Doctor
Vicki Pallister,Ian Chesterton
Vicki Pallister,Katarina
Vicki Pallister,Maaga
Vicki Pallister,Mechonoid
Vicki Pallister,Morok
Vicki Pallister,Nero
Vicki Pallister,Odysseus
Vicki Pallister,Rill
Vicki Pallister,Steven Taylor
Vicki Pallister,The Monk
Victoria,Angelo (Tooth and Claw)
Victoria,Rose Tyler
Victoria,Tenth Doctor
Victoria,The Host
Victoria Waterfield,Ace
Victoria Waterfield,Alistair Gordon Lethbridge-Stewart
Victoria Waterfield,Cyber-Controller (The Tomb of the Cybermen)
Victoria Waterfield,Cyberman
Victoria Waterfield,Dalek Prime
Victoria Waterfield,Edward Travers
Victoria Waterfield,Eric Klieg
Victoria Waterfield,Fifth Doctor
Victoria Waterfield,Fourth Doctor
Victoria Waterfield,Great Intelligence
Victoria Waterfield,Jamie McCrimmon
Victoria Waterfield,K9 (Storm in a Tikka) (page does not exist)
Victoria Waterfield,Kaftan
Victoria Waterfield,Leela
Victoria Waterfield,Liz Shaw
Victoria Waterfield,Melanie Bush
Victoria Waterfield,Mike Yates
Victoria Waterfield,Nyssa
Victoria Waterfield,Padmasambhava
Victoria Waterfield,Peri Brown
Victoria Waterfield,Peter Haydon
Victoria Waterfield,Ramón Salamander
Victoria Waterfield,Romana II
Victoria Waterfield,Sarah Jane Smith
Victoria Waterfield,Second Doctor
Victoria Waterfield,Seventh Doctor
Victoria Waterfield,Sixth Doctor
Victoria Waterfield,Susan Foreman
Victoria Waterfield,The Brigadier
Victoria Waterfield,The Rani
Victoria Waterfield,Third Doctor
Victoria Waterfield,Thonmi
Victoria Waterfield,Varga
Victoria Waterfield,Weed creature
Vigil,Akhaten
Vigil,Clara Oswald (The Bells of Saint John)
Vigil,Eleventh Doctor
Vigil,Mummy (The Rings of Akhaten)
Vincent van Gogh,Amy Pond
Vincent van Gogh,Dorium Maldovar
Vincent van Gogh,Eleventh Doctor
Vincent van Gogh,Elizabeth X
Vincent van Gogh,Krafayis (Vincent and the Doctor)
Vincent van Gogh,River Song
Vincent van Gogh,Rory Williams
Vincent van Gogh,The Alliance (The Pandorica Opens)
Vincent van Gogh,Winston Churchill
Vislor Turlough,Adric
Vislor Turlough,Alistair Gordon Lethbridge-Stewart
Vislor Turlough,Black Dalek Leader
Vislor Turlough,Black Guardian
Vislor Turlough,Borusa
Vislor Turlough,Dalek
Vislor Turlough,Davros
Vislor Turlough,Eirak
Vislor Turlough,Fifth Doctor
Vislor Turlough,First Doctor
Vislor Turlough,Fourth Doctor
Vislor Turlough,George Hutchinson
Vislor Turlough,Gravis
Vislor Turlough,Gustave Lytton
Vislor Turlough,Icthar
Vislor Turlough,Jane Hampden
Vislor Turlough,K9 Mark III
Vislor Turlough,Kamelion
Vislor Turlough,Lord President
Vislor Turlough,Malus
Vislor Turlough,Mawdryn
Vislor Turlough,Morgus
Vislor Turlough,Nyssa
Vislor Turlough,Peri Brown
Vislor Turlough,Rassilon
Vislor Turlough,Romana II
Vislor Turlough,Sarah Jane Smith
Vislor Turlough,Second Doctor
Vislor Turlough,Sharaz Jek
Vislor Turlough,Sixth Doctor
Vislor Turlough,Stotz
Vislor Turlough,Susan Foreman
Vislor Turlough,Tegan Jovanka
Vislor Turlough,The Master
Vislor Turlough,Third Doctor
Vislor Turlough,Tractator
Vislor Turlough,White Guardian
Vislor Turlough,Will Chandler
Vislor Turlough,Wrack
Vorus,Cyber-Leader (Revenge of the Cybermen)
Vorus,Cyberman
Vorus,Fourth Doctor
Vorus,Harry Sullivan
Vorus,Kellman
Vorus,Sarah Jane Smith
WOTAN,Ben Jackson
WOTAN,Dodo Chaplet
WOTAN,First Doctor
WOTAN,Polly Wright
War Doctor,Clara Oswald
War Doctor,Dalek Fleet
War Doctor,Eighth Doctor
War Doctor,Eleventh Doctor
War Doctor,Elizabeth I
War Doctor,Great Intelligence
War Doctor,Kate Stewart
War Doctor,Ohila
War Doctor,Paternoster Gang
War Doctor,Petronella Osgood
War Doctor,River Song
War Doctor,Tenth Doctor
War Doctor,The Curator
War Doctor,The Moment
War Doctor,Zygon Kate Stewart
War Lord,Jamie McCrimmon
War Lord,Jennifer Buckingham
War Lord,Jeremy Carstairs
War Lord,Second Doctor
War Lord,The War Chief
War Lord,Zoe Heriot
Weed creature,Jamie McCrimmon
Weed creature,Second Doctor
Weed creature,Victoria Waterfield
Weeping Angel,Amy Pond
Weeping Angel,Eleventh Doctor
Weeping Angel,Jack Harkness
Weeping Angel,Julius Grayle
Weeping Angel,Martha Jones
Weeping Angel,River Song
Weeping Angel,Rory Williams
Weeping Angel,Tenth Doctor
Weeping Angel,Time Field
Weeping Angel (Good as Gold),Amy Pond
Weeping Angel (Good as Gold),Eleventh Doctor
West Lodge,Fourth Doctor
West Lodge,K9 Mark II
West Lodge,Pangol
West Lodge,Romana II
Whitaker (Invasion of the Dinosaurs),Butler (Invasion of the Dinosaurs)
Whitaker (Invasion of the Dinosaurs),Charles Grover
Whitaker (Invasion of the Dinosaurs),Finch (Invasion of the Dinosaurs)
Whitaker (Invasion of the Dinosaurs),John Benton
Whitaker (Invasion of the Dinosaurs),Mike Yates
Whitaker (Invasion of the Dinosaurs),Sarah Jane Smith
Whitaker (Invasion of the Dinosaurs),The Brigadier
Whitaker (Invasion of the Dinosaurs),Third Doctor
White Guardian,Black Guardian
White Guardian,Cessair of Diplos
White Guardian,Fifth Doctor
White Guardian,Fourth Doctor
White Guardian,Graff Vynda-K
White Guardian,K9 Mark II
White Guardian,Ogri
White Guardian,Romana I
White Guardian,Tegan Jovanka
White Guardian,Vislor Turlough
White Guardian,Wrack
Wilfred Mott,Alonso Frame
Wilfred Mott,Astrid Peth
Wilfred Mott,Cofelia
Wilfred Mott,Copper (Voyage of the Damned)
Wilfred Mott,Dalek Caan
Wilfred Mott,Davros
Wilfred Mott,Donna Noble
Wilfred Mott,Eleventh Doctor
Wilfred Mott,Francine Jones
Wilfred Mott,Gwen Cooper
Wilfred Mott,Harriet Jones
Wilfred Mott,Heavenly Host
Wilfred Mott,Ianto Jones
Wilfred Mott,Jack Harkness
Wilfred Mott,Jackie Tyler
Wilfred Mott,K9 Mark IV
Wilfred Mott,Luke Smith
Wilfred Mott,Mace (The Sontaran Stratagem)
Wilfred Mott,Martha Jones
Wilfred Mott,Max Capricorn
Wilfred Mott,Mickey Smith
Wilfred Mott,Mr Smith
Wilfred Mott,Ood Sigma
Wilfred Mott,Rassilon
Wilfred Mott,Rose Tyler
Wilfred Mott,Ross Jenkins
Wilfred Mott,Sarah Jane Smith
Wilfred Mott,Staal
Wilfred Mott,Supreme Dalek (The Stolen Earth)
Wilfred Mott,Sylvia Noble
Wilfred Mott,Tenth Doctor
Wilfred Mott,Tenth Doctor (Journey's End)
Wilfred Mott,The Master
Will Chandler,Fifth Doctor
Will Chandler,George Hutchinson
Will Chandler,Jane Hampden
Will Chandler,Malus
Will Chandler,Tegan Jovanka
Will Chandler,Vislor Turlough
William Shakespeare,Carrionite
William Shakespeare,Elizabeth I
William Shakespeare,Martha Jones
William Shakespeare,Tenth Doctor
Winifred Bambera,Ace
Winifred Bambera,Ancelyn
Winifred Bambera,Morgaine
Winifred Bambera,Seventh Doctor
Winifred Bambera,The Brigadier
Winifred Bambera,The Destroyer
Winifred Gillyflower,Clara Oswald
Winifred Gillyflower,Eleventh Doctor
Winifred Gillyflower,Mister Sweet
Winifred Gillyflower,Paternoster Gang
Winston Churchill,Amy Pond
Winston Churchill,Captain
Winston Churchill,Carter (Let's Kill Hitler)
Winston Churchill,Dalek
Winston Churchill,Dorium Maldovar
Winston Churchill,Edwin Bracewell
Winston Churchill,Eleventh Doctor
Winston Churchill,Elizabeth X
Winston Churchill,River Song
Winston Churchill,Rory Williams
Winston Churchill,Silent
Winston Churchill,Teselecta
Winston Churchill,The Alliance (The Pandorica Opens)
Winston Churchill,Vincent van Gogh
Wirrn,Fourth Doctor
Wirrn,Harry Sullivan
Wirrn,Sarah Jane Smith
Wrack,Black Guardian
Wrack,Fifth Doctor
Wrack,Tegan Jovanka
Wrack,Vislor Turlough
Wrack,White Guardian
Xanxia,Fourth Doctor
Xanxia,K9 Mark II
Xanxia,Romana I
Xanxia,The Captain
Xoanon,Fourth Doctor
Xoanon,Leela
Yartek,Barbara Wright
Yartek,First Doctor
Yartek,Ian Chesterton
Yartek,Susan Foreman
Yasmin Khan,Ada Lovelace
Yasmin Khan,Ashad
Yasmin Khan,Chagaska
Yasmin Khan,Charlie Duffy
Yasmin Khan,Daniel Barton
Yasmin Khan,Dorothy Skerrit
Yasmin Khan,Dreg
Yasmin Khan,Gat
Yasmin Khan,George Gordon Byron
Yasmin Khan,Giant spider (Arachnids in the UK)
Yasmin Khan,Grace O'Brien
Yasmin Khan,Graham O'Brien
Yasmin Khan,Hakim Khan
Yasmin Khan,Jack Harkness
Yasmin Khan,Jack Robertson
Yasmin Khan,James I
Yasmin Khan,John Polidori
Yasmin Khan,Kasaavin
Yasmin Khan,Krasko
Yasmin Khan,Manish
Yasmin Khan,Mary Shelley
Yasmin Khan,Morax Queen
Yasmin Khan,Najia Khan
Yasmin Khan,Nikola Tesla
Yasmin Khan,Noor Inayat Khan
Yasmin Khan,Percy Shelley
Yasmin Khan,Pol-Kon-Don
Yasmin Khan,Praxeus
Yasmin Khan,Pting (The Tsuranga Conundrum)
Yasmin Khan,Queen of the Skithra
Yasmin Khan,Rakaya
Yasmin Khan,Reconnaissance Dalek
Yasmin Khan,Remnant
Yasmin Khan,Ribbons
Yasmin Khan,Rosa Parks
Yasmin Khan,Ryan Sinclair
Yasmin Khan,Solitract
Yasmin Khan,Sonya Khan
Yasmin Khan,Suki Cheng
Yasmin Khan,The Doctor (Fugitive of the Judoon)
Yasmin Khan,The Master
Yasmin Khan,Thirteenth Doctor
Yasmin Khan,Thomas Edison
Yasmin Khan,Tibo
Yasmin Khan,Tzim-Sha
Yasmin Khan,Zellin
Yvonne Hartman,Cyber-Leader One
Yvonne Hartman,Dalek Sec
Yvonne Hartman,Donna Noble
Yvonne Hartman,Jackie Tyler
Yvonne Hartman,Jake Simmonds
Yvonne Hartman,Mickey Smith
Yvonne Hartman,Pete Tyler (Pete's World)
Yvonne Hartman,Rose Tyler
Yvonne Hartman,Tenth Doctor
Zaroff,Ben Jackson
Zaroff,Jamie McCrimmon
Zaroff,Polly Wright
Zaroff,Second Doctor
Zellin,Chagaska
Zellin,Graham O'Brien
Zellin,Rakaya
Zellin,Ryan Sinclair
Zellin,Sonya Khan
Zellin,Thirteenth Doctor
Zellin,Tibo
Zellin,Yasmin Khan
Zoe Heriot,Alistair Gordon Lethbridge-Stewart
Zoe Heriot,Cyber-Director
Zoe Heriot,Cyber-Planner (The Wheel in Space)
Zoe Heriot,Eelek
Zoe Heriot,Isobel Watkins
Zoe Heriot,Jack Tracy
Zoe Heriot,Jamie McCrimmon
Zoe Heriot,Jennifer Buckingham
Zoe Heriot,Jeremy Carstairs
Zoe Heriot,John Benton
Zoe Heriot,Karkus
Zoe Heriot,Kroton (species)
Zoe Heriot,Master Brain
Zoe Heriot,Master of the Land
Zoe Heriot,Maurice Caven
Zoe Heriot,Quark
Zoe Heriot,Rago
Zoe Heriot,Rapunzel
Zoe Heriot,Second Doctor
Zoe Heriot,Slaar
Zoe Heriot,The War Chief
Zoe Heriot,Toba
Zoe Heriot,Tobias Vaughn
Zoe Heriot,War Lord
Zygon Kate Stewart,Clara Oswald
Zygon Kate Stewart,Dalek Fleet
Zygon Kate Stewart,Eleventh Doctor
Zygon Kate Stewart,Elizabeth I
Zygon Kate Stewart,Kate Stewart
Zygon Kate Stewart,Petronella Osgood
Zygon Kate Stewart,Tenth Doctor
